id,genre,class,num_class,popularity,duration,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
2WUVQQAsWvScEdBVilRYaR,dance pop,pop,1,60,247493,0.394,0.17,0.0,0.105,-10.368,1.0,0.0451,130.721,0.315
5xDrO9DEDJGUQGfyoHvgDJ,dance pop,pop,1,56,203653,0.504,0.8,0.0,0.109,-2.763,1.0,0.0391,205.945,0.789
0lTurWECr2XL607eJAj1A3,dance pop,pop,1,52,219653,0.542,0.37,4.84e-06,0.108,-7.779,1.0,0.0257,84.796,0.289
1deT8vP3lOVU3XFAKHsSc3,classic country pop,pop,1,48,219169,0.658,0.515,0.0,0.154,-7.283,1.0,0.0368,110.089,0.652
3B7FO3kJ5kv3mX7yiaB7sT,dance pop,pop,1,51,266933,0.368,0.505,6.63e-06,0.154,-7.208,1.0,0.0285,173.977,0.192
2Ysi49tRdVH74d1Cnc4o94,dance pop,pop,1,48,163560,0.626,0.676,0.0,0.493,-3.178,1.0,0.0739,140.677,0.684
3TWIngtwbWAbLWSnMWdzge,dance pop,pop,1,35,118394,0.414,0.664,0.0,0.271,-5.664,1.0,0.0415,137.095,0.526
3YJJjQPAbDT7mGpX3WtQ9A,pop,pop,1,93,279204,0.436,0.655,8.1e-06,0.688,-8.37,0.0,0.0583,121.002,0.412
3eYnKe0LhQA1B5HEkQaRTP,canadian pop,pop,1,47,215160,0.533,0.436,0.0,0.102,-9.542,0.0,0.0289,103.477,0.169
2TE4xW3ImvpltVU0cPcKUn,classic uk pop,pop,1,57,220160,0.534,0.904,0.0,0.128,-3.315,1.0,0.0369,202.899,0.96
0Yeh2VJCsxSgbftSGTiUbN,dance pop,pop,1,49,165333,0.7,0.884,0.0,0.101,-3.988,0.0,0.177,131.977,0.852
2FWKbF1s4s5Z8ZQkyIGNQU,electropop,pop,1,45,161093,0.507,0.616,2.98e-06,0.261,-4.746,1.0,0.0377,65.372,0.353
2nMZx7QHerfo4Wv37xNUEC,dance pop,pop,1,41,216906,0.54,0.734,0.0,0.132,-4.668,1.0,0.0366,123.877,0.36
0JM8LI4HxrQs2Reqr2naYo,dance pop,pop,1,49,181144,0.582,0.257,0.0,0.514,-10.079,0.0,0.0355,140.007,0.297
3RH9idbxUAMcUldet2ormp,canadian pop,pop,1,47,206786,0.621,0.512,0.0,0.328,-8.577,1.0,0.03,99.887,0.372
7F9oCEKbqjN99cV5HpvYER,folk-pop,pop,1,48,192458,0.586,0.32,0.00202,0.128,-12.788,1.0,0.0289,115.808,0.437
1sFWEpf1aPYN576LS1aa4Y,dance pop,pop,1,47,219293,0.172,0.363,0.0,0.113,-11.667,1.0,0.0343,174.903,0.236
7s95nPLMfiLTPoQ7pqUFmO,philly rap,rap,0,32,176382,0.921,0.718,0.0,0.189,-3.545,0.0,0.299,141.06,0.677
2ieu0FHqTpBUrMoCFVL3cb,dance pop,pop,1,72,218333,0.554,0.899,0.000365,0.0867,-4.149,0.0,0.0385,157.995,0.556
2tUBqZG2AbRi7Q0BIrVrEj,dance pop,pop,1,84,291293,0.709,0.824,0.000307,0.0888,-8.824,1.0,0.0453,118.818,0.867
